행정구역,연령구분,합계
___행주동(경기고양덕양),40세~49세,3713 
___행주동(경기고양덕양),50세~59세,4364 
___행주동(경기고양덕양),60세~64세,1361 
___행주동(경기고양덕양),65세이상,2947 
___행주동(경기고양덕양),합계,21773 
___행신1동(경기고양덕양),0세~9세,2162 
___행신1동(경기고양덕양),10세~19세,2714 
___행신1동(경기고양덕양),20세~29세,3447 
___행신1동(경기고양덕양),30세~39세,3414 
___행신1동(경기고양덕양),40세~49세,4445 
___행신1동(경기고양덕양),50세~59세,4263 
___행신1동(경기고양덕양),60세~64세,1171 
___행신1동(경기고양덕양),65세이상,2674 
___행신1동(경기고양덕양),합계,24290 
___행신2동(경기고양덕양),0세~9세,3141 
___행신2동(경기고양덕양),10세~19세,4028 
___행신2동(경기고양덕양),20세~29세,5337 
___행신2동(경기고양덕양),30세~39세,5443 
___행신2동(경기고양덕양),40세~49세,6500 
___행신2동(경기고양덕양),50세~59세,5858 
___행신2동(경기고양덕양),60세~64세,1471 
___행신2동(경기고양덕양),65세이상,3554 
___행신2동(경기고양덕양),합계,35332 
___화전동(경기고양덕양),0세~9세,532 
___화전동(경기고양덕양),10세~19세,459 
___화전동(경기고양덕양),20세~29세,720 
___화전동(경기고양덕양),30세~39세,846 
___화전동(경기고양덕양),40세~49세,819 
___화전동(경기고양덕양),50세~59세,970 
___화전동(경기고양덕양),60세~64세,479 
___화전동(경기고양덕양),65세이상,1092 
___화전동(경기고양덕양),합계,5917 
___대덕동(경기고양덕양),0세~9세,283 
___대덕동(경기고양덕양),10세~19세,270 
___대덕동(경기고양덕양),20세~29세,406 
___대덕동(경기고양덕양),30세~39세,528 
___대덕동(경기고양덕양),40세~49세,546 
___대덕동(경기고양덕양),50세~59세,675 
___대덕동(경기고양덕양),60세~64세,240 
___대덕동(경기고양덕양),65세이상,538 
___대덕동(경기고양덕양),합계,3486 
___행신3동(경기고양덕양),0세~9세,4262 
___행신3동(경기고양덕양),10세~19세,6418 
___행신3동(경기고양덕양),20세~29세,7159 
___행신3동(경기고양덕양),30세~39세,6039 
___행신3동(경기고양덕양),40세~49세,10113 
___행신3동(경기고양덕양),50세~59세,8519 
___행신3동(경기고양덕양),60세~64세,2293 
___행신3동(경기고양덕양),65세이상,5281 
___행신3동(경기고양덕양),합계,50084 
__일산동구(경기고양),0세~9세,23905 
__일산동구(경기고양),10세~19세,35035 
__일산동구(경기고양),20세~29세,43592 
__일산동구(경기고양),30세~39세,40108 
__일산동구(경기고양),40세~49세,57002 
__일산동구(경기고양),50세~59세,49889 
__일산동구(경기고양),60세~64세,13865 
__일산동구(경기고양),65세이상,29216 
__일산동구(경기고양),합계,292612 
___식사동(경기고양일산동),0세~9세,4046 
___식사동(경기고양일산동),10세~19세,4735 
___식사동(경기고양일산동),20세~29세,4157 
___식사동(경기고양일산동),30세~39세,4082 
___식사동(경기고양일산동),40세~49세,7191 
___식사동(경기고양일산동),50세~59세,5013 
___식사동(경기고양일산동),60세~64세,1242 
___식사동(경기고양일산동),65세이상,2371 
___식사동(경기고양일산동),합계,32837 
___중산동(경기고양일산동),0세~9세,3342 
___중산동(경기고양일산동),10세~19세,5583 
___중산동(경기고양일산동),20세~29세,6866 
___중산동(경기고양일산동),30세~39세,5072 
___중산동(경기고양일산동),40세~49세,8364 
___중산동(경기고양일산동),50세~59세,8227 
___중산동(경기고양일산동),60세~64세,2200 
___중산동(경기고양일산동),65세이상,4977 
___중산동(경기고양일산동),합계,44631 
___정발산동(경기고양일산동),0세~9세,2000 
___정발산동(경기고양일산동),10세~19세,3154 
___정발산동(경기고양일산동),20세~29세,4546 
___정발산동(경기고양일산동),30세~39세,3596 
___정발산동(경기고양일산동),40세~49세,4939 
___정발산동(경기고양일산동),50세~59세,4657 
___정발산동(경기고양일산동),60세~64세,1410 
___정발산동(경기고양일산동),65세이상,2841 
___정발산동(경기고양일산동),합계,27143 
___풍산동(경기고양일산동),0세~9세,3966 
___풍산동(경기고양일산동),10세~19세,5240 
___풍산동(경기고양일산동),20세~29세,5311 
___풍산동(경기고양일산동),30세~39세,5268 
___풍산동(경기고양일산동),40세~49세,7749 
___풍산동(경기고양일산동),50세~59세,6325 
___풍산동(경기고양일산동),60세~64세,1771 
___풍산동(경기고양일산동),65세이상,3786 
___풍산동(경기고양일산동),합계,39416 
___백석1동(경기고양일산동),0세~9세,2607 
___백석1동(경기고양일산동),10세~19세,3865 
___백석1동(경기고양일산동),20세~29세,5097 
___백석1동(경기고양일산동),30세~39세,5348 
___백석1동(경기고양일산동),40세~49세,6278 
___백석1동(경기고양일산동),50세~59세,5384 
___백석1동(경기고양일산동),60세~64세,1487 
___백석1동(경기고양일산동),65세이상,2734 
___백석1동(경기고양일산동),합계,32800 
___마두1동(경기고양일산동),0세~9세,1826 
___마두1동(경기고양일산동),10세~19세,4055 
___마두1동(경기고양일산동),20세~29세,4334 
___마두1동(경기고양일산동),30세~39세,2531 
___마두1동(경기고양일산동),40세~49세,5261 
___마두1동(경기고양일산동),50세~59세,4881 
___마두1동(경기고양일산동),60세~64세,1160 
___마두1동(경기고양일산동),65세이상,2550 
___마두1동(경기고양일산동),합계,26598 
___마두2동(경기고양일산동),0세~9세,1482 
___마두2동(경기고양일산동),10세~19세,2659 
___마두2동(경기고양일산동),20세~29세,2458 
___마두2동(경기고양일산동),30세~39세,1785 
___마두2동(경기고양일산동),40세~49세,3519 
___마두2동(경기고양일산동),50세~59세,2954 
___마두2동(경기고양일산동),60세~64세,712 
___마두2동(경기고양일산동),65세이상,1886 
___마두2동(경기고양일산동),합계,17455 
___장항1동(경기고양일산동),0세~9세,152 
___장항1동(경기고양일산동),10세~19세,173 
___장항1동(경기고양일산동),20세~29세,345 
___장항1동(경기고양일산동),30세~39세,320 
___장항1동(경기고양일산동),40세~49세,450 
___장항1동(경기고양일산동),50세~59세,768 
___장항1동(경기고양일산동),60세~64세,315 
___장항1동(경기고양일산동),65세이상,544 
___장항1동(경기고양일산동),합계,3067 
___장항2동(경기고양일산동),0세~9세,1756 
___장항2동(경기고양일산동),10세~19세,2113 
___장항2동(경기고양일산동),20세~29세,4479 
___장항2동(경기고양일산동),30세~39세,5381 
___장항2동(경기고양일산동),40세~49세,5528 
___장항2동(경기고양일산동),50세~59세,4177 
___장항2동(경기고양일산동),60세~64세,1109 
___장항2동(경기고양일산동),65세이상,2506 
___장항2동(경기고양일산동),합계,27049 
___고봉동(경기고양일산동),0세~9세,1451 
___고봉동(경기고양일산동),10세~19세,1633 
___고봉동(경기고양일산동),20세~29세,2480 
___고봉동(경기고양일산동),30세~39세,2520 
___고봉동(경기고양일산동),40세~49세,3326 
___고봉동(경기고양일산동),50세~59세,3907 
___고봉동(경기고양일산동),60세~64세,1421 
___고봉동(경기고양일산동),65세이상,2723 
___고봉동(경기고양일산동),합계,19461 
___백석2동(경기고양일산동),0세~9세,1277 
___백석2동(경기고양일산동),10세~19세,1825 
___백석2동(경기고양일산동),20세~29세,3519 
___백석2동(경기고양일산동),30세~39세,4205 
___백석2동(경기고양일산동),40세~49세,4397 
___백석2동(경기고양일산동),50세~59세,3596 
___백석2동(경기고양일산동),60세~64세,1038 
___백석2동(경기고양일산동),65세이상,2298 
___백석2동(경기고양일산동),합계,22155 
__일산서구(경기고양),0세~9세,27266 
__일산서구(경기고양),10세~19세,40240 
__일산서구(경기고양),20세~29세,42022 
__일산서구(경기고양),30세~39세,38328 
__일산서구(경기고양),40세~49세,59858 
__일산서구(경기고양),50세~59세,49626 
__일산서구(경기고양),60세~64세,13035 
__일산서구(경기고양),65세이상,30464 
__일산서구(경기고양),합계,300839 
___일산1동(경기고양일산서),0세~9세,2911 
___일산1동(경기고양일산서),10세~19세,3625 
___일산1동(경기고양일산서),20세~29세,4159 
___일산1동(경기고양일산서),30세~39세,4163 
___일산1동(경기고양일산서),40세~49세,5546 
___일산1동(경기고양일산서),50세~59세,5000 
___일산1동(경기고양일산서),60세~64세,1418 
___일산1동(경기고양일산서),65세이상,3269 
___일산1동(경기고양일산서),합계,30091 
___일산2동(경기고양일산서),0세~9세,1461 
___일산2동(경기고양일산서),10세~19세,2206 
___일산2동(경기고양일산서),20세~29세,3199 
___일산2동(경기고양일산서),30세~39세,2515 
___일산2동(경기고양일산서),40세~49세,3713 
___일산2동(경기고양일산서),50세~59세,4256 
___일산2동(경기고양일산서),60세~64세,1165 
___일산2동(경기고양일산서),65세이상,2521 
___일산2동(경기고양일산서),합계,21036 
___일산3동(경기고양일산서),0세~9세,3366 
___일산3동(경기고양일산서),10세~19세,6807 
___일산3동(경기고양일산서),20세~29세,5350 
___일산3동(경기고양일산서),30세~39세,3884 
___일산3동(경기고양일산서),40세~49세,8771 
___일산3동(경기고양일산서),50세~59세,6242 
___일산3동(경기고양일산서),60세~64세,1353 
___일산3동(경기고양일산서),65세이상,2810 
___일산3동(경기고양일산서),합계,38583 
___탄현동(경기고양일산서),0세~9세,5201 
___탄현동(경기고양일산서),10세~19세,6631 
___탄현동(경기고양일산서),20세~29세,7024 
___탄현동(경기고양일산서),30세~39세,7216 
___탄현동(경기고양일산서),40세~49세,10287 
___탄현동(경기고양일산서),50세~59세,7874 
___탄현동(경기고양일산서),60세~64세,1746 
___탄현동(경기고양일산서),65세이상,4246 
___탄현동(경기고양일산서),합계,50225 
___주엽1동(경기고양일산서),0세~9세,2593 
___주엽1동(경기고양일산서),10세~19세,4106 
___주엽1동(경기고양일산서),20세~29세,3988 
___주엽1동(경기고양일산서),30세~39세,3776 
___주엽1동(경기고양일산서),40세~49세,5988 
___주엽1동(경기고양일산서),50세~59세,4827 
___주엽1동(경기고양일산서),60세~64세,1354 
___주엽1동(경기고양일산서),65세이상,3640 
___주엽1동(경기고양일산서),합계,30272 
___주엽2동(경기고양일산서),0세~9세,2621 
___주엽2동(경기고양일산서),10세~19세,4009 
___주엽2동(경기고양일산서),20세~29세,4316 
___주엽2동(경기고양일산서),30세~39세,3754 
___주엽2동(경기고양일산서),40세~49세,5957 
___주엽2동(경기고양일산서),50세~59세,5208 
___주엽2동(경기고양일산서),60세~64세,1432 
___주엽2동(경기고양일산서),65세이상,4268 
___주엽2동(경기고양일산서),합계,31565 
___대화동(경기고양일산서),0세~9세,2223 
___대화동(경기고양일산서),10세~19세,3668 
___대화동(경기고양일산서),20세~29세,5952 
___대화동(경기고양일산서),30세~39세,4680 
___대화동(경기고양일산서),40세~49세,5862 
___대화동(경기고양일산서),50세~59세,5788 
___대화동(경기고양일산서),60세~64세,1549 
___대화동(경기고양일산서),65세이상,3431 
___대화동(경기고양일산서),합계,33153 
___송포동(경기고양일산서),0세~9세,1581 
___송포동(경기고양일산서),10세~19세,2572 
___송포동(경기고양일산서),20세~29세,2306 
___송포동(경기고양일산서),30세~39세,1958 
___송포동(경기고양일산서),40세~49세,3611 
___송포동(경기고양일산서),50세~59세,3024 
___송포동(경기고양일산서),60세~64세,851 
___송포동(경기고양일산서),65세이상,1896 
___송포동(경기고양일산서),합계,17799 
___송산동(경기고양일산서),0세~9세,5309 
___송산동(경기고양일산서),10세~19세,6616 
___송산동(경기고양일산서),20세~29세,5728 
___송산동(경기고양일산서),30세~39세,6382 
___송산동(경기고양일산서),40세~49세,10123 
___송산동(경기고양일산서),50세~59세,7407 
___송산동(경기고양일산서),60세~64세,2167 
___송산동(경기고양일산서),65세이상,4383 
___송산동(경기고양일산서),합계,48115 
_과천시(경기),0세~9세,5035 
_과천시(경기),10세~19세,7990 
_과천시(경기),20세~29세,8929 
_과천시(경기),30세~39세,7968 
_과천시(경기),40세~49세,11431 
_과천시(경기),50세~59세,11111 
_과천시(경기),60세~64세,3579 
_과천시(경기),65세이상,7735 
_과천시(경기),합계,63778 
___중앙동(경기과천),0세~9세,425 
___중앙동(경기과천),10세~19세,828 
___중앙동(경기과천),20세~29세,1087 
___중앙동(경기과천),30세~39세,714 
___중앙동(경기과천),40세~49세,1079 
___중앙동(경기과천),50세~59세,1305 
___중앙동(경기과천),60세~64세,433 
___중앙동(경기과천),65세이상,1045 
___중앙동(경기과천),합계,6916 
___갈현동(경기과천),0세~9세,1459 
___갈현동(경기과천),10세~19세,1891 
___갈현동(경기과천),20세~29세,1872 
___갈현동(경기과천),30세~39세,1864 
___갈현동(경기과천),40세~49세,2852 
___갈현동(경기과천),50세~59세,2315 
___갈현동(경기과천),60세~64세,684 
___갈현동(경기과천),65세이상,1338 
___갈현동(경기과천),합계,14275 
___별양동(경기과천),0세~9세,853 
___별양동(경기과천),10세~19세,1817 
___별양동(경기과천),20세~29세,2095 
___별양동(경기과천),30세~39세,1293 
___별양동(경기과천),40세~49세,2288 
___별양동(경기과천),50세~59세,2520 
___별양동(경기과천),60세~64세,699 
___별양동(경기과천),65세이상,1588 
___별양동(경기과천),합계,13153 
___부림동(경기과천),0세~9세,901 
___부림동(경기과천),10세~19세,1752 
___부림동(경기과천),20세~29세,1794 
___부림동(경기과천),30세~39세,1438 
___부림동(경기과천),40세~49세,2297 
___부림동(경기과천),50세~59세,2253 
___부림동(경기과천),60세~64세,637 
___부림동(경기과천),65세이상,1400 
___부림동(경기과천),합계,12472 
___과천동(경기과천),0세~9세,708 
___과천동(경기과천),10세~19세,703 
___과천동(경기과천),20세~29세,1195 
___과천동(경기과천),30세~39세,1661 
___과천동(경기과천),40세~49세,1459 
___과천동(경기과천),50세~59세,1471 
___과천동(경기과천),60세~64세,697 
___과천동(경기과천),65세이상,1268 
___과천동(경기과천),합계,9162 
___문원동(경기과천),0세~9세,689 
___문원동(경기과천),10세~19세,999 
___문원동(경기과천),20세~29세,886 
___문원동(경기과천),30세~39세,998 
___문원동(경기과천),40세~49세,1456 
___문원동(경기과천),50세~59세,1247 
___문원동(경기과천),60세~64세,429 
___문원동(경기과천),65세이상,1096 
___문원동(경기과천),합계,7800 
_구리시(경기),0세~9세,16971 
_구리시(경기),10세~19세,21799 
_구리시(경기),20세~29세,26815 
_구리시(경기),30세~39세,27858 
_구리시(경기),40세~49세,35405 
_구리시(경기),50세~59세,33554 
_구리시(경기),60세~64세,10738 
_구리시(경기),65세이상,20623 
_구리시(경기),합계,193763 
___갈매동(경기구리),0세~9세,1620 
___갈매동(경기구리),10세~19세,871 
___갈매동(경기구리),20세~29세,1515 
___갈매동(경기구리),30세~39세,2573 
___갈매동(경기구리),40세~49세,1784 
___갈매동(경기구리),50세~59세,2058 
___갈매동(경기구리),60세~64세,820 
___갈매동(경기구리),65세이상,1407 
___갈매동(경기구리),합계,12648 
___동구동(경기구리),0세~9세,4100 
___동구동(경기구리),10세~19세,5324 
___동구동(경기구리),20세~29세,5712 
___동구동(경기구리),30세~39세,5718 
___동구동(경기구리),40세~49세,8025 
___동구동(경기구리),50세~59세,6878 
___동구동(경기구리),60세~64세,1820 
___동구동(경기구리),65세이상,3811 
___동구동(경기구리),합계,41388 
___인창동(경기구리),0세~9세,2433 
___인창동(경기구리),10세~19세,2886 
___인창동(경기구리),20세~29세,3496 
___인창동(경기구리),30세~39세,3609 
___인창동(경기구리),40세~49세,4831 
___인창동(경기구리),50세~59세,4160 
___인창동(경기구리),60세~64세,1255 
___인창동(경기구리),65세이상,2638 
___인창동(경기구리),합계,25308 
___교문1동(경기구리),0세~9세,1084 
___교문1동(경기구리),10세~19세,1485 
___교문1동(경기구리),20세~29세,2358 
___교문1동(경기구리),30세~39세,2525 
___교문1동(경기구리),40세~49세,2974 
___교문1동(경기구리),50세~59세,3403 
___교문1동(경기구리),60세~64세,1226 
___교문1동(경기구리),65세이상,2455 
___교문1동(경기구리),합계,17510 
___교문2동(경기구리),0세~9세,2333 
___교문2동(경기구리),10세~19세,3430 
___교문2동(경기구리),20세~29세,3155 
___교문2동(경기구리),30세~39세,3111 
___교문2동(경기구리),40세~49세,4737 
___교문2동(경기구리),50세~59세,3943 
___교문2동(경기구리),60세~64세,1234 
___교문2동(경기구리),65세이상,2281 
___교문2동(경기구리),합계,24224 
___수택1동(경기구리),0세~9세,1380 
___수택1동(경기구리),10세~19세,2073 
___수택1동(경기구리),20세~29세,3462 
___수택1동(경기구리),30세~39세,3084 
___수택1동(경기구리),40세~49세,3778 
___수택1동(경기구리),50세~59세,4505 
___수택1동(경기구리),60세~64세,1570 
___수택1동(경기구리),65세이상,2671 
___수택1동(경기구리),합계,22523 
___수택2동(경기구리),0세~9세,1642 
___수택2동(경기구리),10세~19세,2834 
___수택2동(경기구리),20세~29세,4099 
___수택2동(경기구리),30세~39세,3544 
___수택2동(경기구리),40세~49세,4405 
___수택2동(경기구리),50세~59세,4982 
___수택2동(경기구리),60세~64세,1725 
___수택2동(경기구리),65세이상,3173 
___수택2동(경기구리),합계,26404 
___수택3동(경기구리),0세~9세,2379 
___수택3동(경기구리),10세~19세,2896 
___수택3동(경기구리),20세~29세,3018 
___수택3동(경기구리),30세~39세,3694 
___수택3동(경기구리),40세~49세,4871 
___수택3동(경기구리),50세~59세,3625 
___수택3동(경기구리),60세~64세,1088 
___수택3동(경기구리),65세이상,2187 
___수택3동(경기구리),합계,23758 
_남양주시(경기),0세~9세,70991 
_남양주시(경기),10세~19세,77865 
_남양주시(경기),20세~29세,76916 
_남양주시(경기),30세~39세,97335 
_남양주시(경기),40세~49세,124550 
_남양주시(경기),50세~59세,101882 
_남양주시(경기),60세~64세,36629 
_남양주시(경기),65세이상,75986 
_남양주시(경기),합계,662154 
___와부읍(경기남양주),0세~9세,6672 
___와부읍(경기남양주),10세~19세,8836 
___와부읍(경기남양주),20세~29세,7990 
___와부읍(경기남양주),30세~39세,8918 
___와부읍(경기남양주),40세~49세,13689 
___와부읍(경기남양주),50세~59세,10565 
___와부읍(경기남양주),60세~64세,3827 
___와부읍(경기남양주),65세이상,8767 
___와부읍(경기남양주),합계,69264 
___진접읍(경기남양주),0세~9세,11923 
___진접읍(경기남양주),10세~19세,11771 
___진접읍(경기남양주),20세~29세,10012 
___진접읍(경기남양주),30세~39세,14513 
___진접읍(경기남양주),40세~49세,18655 
___진접읍(경기남양주),50세~59세,14084 
___진접읍(경기남양주),60세~64세,4928 
___진접읍(경기남양주),65세이상,10426 
___진접읍(경기남양주),합계,96312 
___화도읍(경기남양주),0세~9세,11128 
___화도읍(경기남양주),10세~19세,12490 
___화도읍(경기남양주),20세~29세,11721 
___화도읍(경기남양주),30세~39세,15674 
___화도읍(경기남양주),40세~49세,20270 
___화도읍(경기남양주),50세~59세,15932 
___화도읍(경기남양주),60세~64세,5615 
___화도읍(경기남양주),65세이상,11986 
___화도읍(경기남양주),합계,104816 
___진건읍(경기남양주),0세~9세,1723 
___진건읍(경기남양주),10세~19세,2812 
___진건읍(경기남양주),20세~29세,3942 
___진건읍(경기남양주),30세~39세,3115 
___진건읍(경기남양주),40세~49세,4394 
___진건읍(경기남양주),50세~59세,5680 
___진건읍(경기남양주),60세~64세,1875 
___진건읍(경기남양주),65세이상,3887 
___진건읍(경기남양주),합계,27428 
___오남읍(경기남양주),0세~9세,5940 
___오남읍(경기남양주),10세~19세,7500 
___오남읍(경기남양주),20세~29세,5936 
___오남읍(경기남양주),30세~39세,7409 
___오남읍(경기남양주),40세~49세,11495 
___오남읍(경기남양주),50세~59세,7977 
___오남읍(경기남양주),60세~64세,2693 
___오남읍(경기남양주),65세이상,6256 
___오남읍(경기남양주),합계,55206 
___별내면(경기남양주),0세~9세,1724 
___별내면(경기남양주),10세~19세,2463 
___별내면(경기남양주),20세~29세,2518 
___별내면(경기남양주),30세~39세,2540 
___별내면(경기남양주),40세~49세,3925 
___별내면(경기남양주),50세~59세,3369 
___별내면(경기남양주),60세~64세,1418 
___별내면(경기남양주),65세이상,3208 
___별내면(경기남양주),합계,21165 
___퇴계원면(경기남양주),0세~9세,2631 
___퇴계원면(경기남양주),10세~19세,3304 
___퇴계원면(경기남양주),20세~29세,4694 
___퇴계원면(경기남양주),30세~39세,4369 
___퇴계원면(경기남양주),40세~49세,5136 
___퇴계원면(경기남양주),50세~59세,6063 
___퇴계원면(경기남양주),60세~64세,2105 
___퇴계원면(경기남양주),65세이상,3890 
___퇴계원면(경기남양주),합계,32192 
___수동면(경기남양주),0세~9세,487 
___수동면(경기남양주),10세~19세,725 
___수동면(경기남양주),20세~29세,906 
___수동면(경기남양주),30세~39세,842 
___수동면(경기남양주),40세~49세,1339 
___수동면(경기남양주),50세~59세,1801 
___수동면(경기남양주),60세~64세,891 
___수동면(경기남양주),65세이상,2119 
___수동면(경기남양주),합계,9110 
___조안면(경기남양주),0세~9세,281 
___조안면(경기남양주),10세~19세,317 
___조안면(경기남양주),20세~29세,473 
___조안면(경기남양주),30세~39세,488 
___조안면(경기남양주),40세~49세,623 
___조안면(경기남양주),50세~59세,898 
___조안면(경기남양주),60세~64세,421 
___조안면(경기남양주),65세이상,912 
___조안면(경기남양주),합계,4413 
___호평동(경기남양주),0세~9세,7151 
___호평동(경기남양주),10세~19세,6765 
___호평동(경기남양주),20세~29세,4799 
___호평동(경기남양주),30세~39세,8369 
___호평동(경기남양주),40세~49세,10891 
___호평동(경기남양주),50세~59세,5710 
___호평동(경기남양주),60세~64세,2009 
___호평동(경기남양주),65세이상,4562 
___호평동(경기남양주),합계,50256 
___평내동(경기남양주),0세~9세,4897 
___평내동(경기남양주),10세~19세,6009 
___평내동(경기남양주),20세~29세,4380 
___평내동(경기남양주),30세~39세,6289 
___평내동(경기남양주),40세~49세,8992 
___평내동(경기남양주),50세~59세,5499 
___평내동(경기남양주),60세~64세,1787 
___평내동(경기남양주),65세이상,3935 
___평내동(경기남양주),합계,41788 
___금곡동(경기남양주),0세~9세,1318 
___금곡동(경기남양주),10세~19세,1882 
___금곡동(경기남양주),20세~29세,3207 
___금곡동(경기남양주),30세~39세,2867 
___금곡동(경기남양주),40세~49세,3208 
___금곡동(경기남양주),50세~59세,4561 
___금곡동(경기남양주),60세~64세,1614 
___금곡동(경기남양주),65세이상,3255 
___금곡동(경기남양주),합계,21912 
___양정동(경기남양주),0세~9세,285 
___양정동(경기남양주),10세~19세,308 
___양정동(경기남양주),20세~29세,657 
___양정동(경기남양주),30세~39세,689 
___양정동(경기남양주),40세~49세,688 
___양정동(경기남양주),50세~59세,1145 
___양정동(경기남양주),60세~64세,560 
___양정동(경기남양주),65세이상,965 
___양정동(경기남양주),합계,5297 
___지금동(경기남양주),0세~9세,2040 
___지금동(경기남양주),10세~19세,2293 
___지금동(경기남양주),20세~29세,2218 
___지금동(경기남양주),30세~39세,2859 
___지금동(경기남양주),40세~49세,3783 
___지금동(경기남양주),50세~59세,2978 
___지금동(경기남양주),60세~64세,1141 
___지금동(경기남양주),65세이상,1976 
___지금동(경기남양주),합계,19288 
___도농동(경기남양주),0세~9세,3744 
___도농동(경기남양주),10세~19세,4552 
___도농동(경기남양주),20세~29세,5360 
___도농동(경기남양주),30세~39세,5618 
___도농동(경기남양주),40세~49세,6695 
___도농동(경기남양주),50세~59세,6287 
___도농동(경기남양주),60세~64세,2399 
___도농동(경기남양주),65세이상,4526 
___도농동(경기남양주),합계,39181 
___별내동(경기남양주),0세~9세,9047 
___별내동(경기남양주),10세~19세,5838 
___별내동(경기남양주),20세~29세,8103 
___별내동(경기남양주),30세~39세,12776 
___별내동(경기남양주),40세~49세,10767 
___별내동(경기남양주),50세~59세,9333 
___별내동(경기남양주),60세~64세,3346 
___별내동(경기남양주),65세이상,5316 
___별내동(경기남양주),합계,64526 
_오산시(경기),0세~9세,27155 
_오산시(경기),10세~19세,24375 
_오산시(경기),20세~29세,26496 
_오산시(경기),30세~39세,40765 
_오산시(경기),40세~49세,38859 
_오산시(경기),50세~59세,26822 
_오산시(경기),60세~64세,8169 
_오산시(경기),65세이상,16015 
_오산시(경기),합계,208656 
___중앙동(경기오산),0세~9세,3184 
___중앙동(경기오산),10세~19세,3892 
___중앙동(경기오산),20세~29세,3484 
___중앙동(경기오산),30세~39세,4378 
___중앙동(경기오산),40세~49세,5644 
___중앙동(경기오산),50세~59세,3909 
___중앙동(경기오산),60세~64세,1149 
___중앙동(경기오산),65세이상,2565 
___중앙동(경기오산),합계,28205 
___대원동(경기오산),0세~9세,9148 
___대원동(경기오산),10세~19세,8302 
___대원동(경기오산),20세~29세,8441 
___대원동(경기오산),30세~39세,12789 
___대원동(경기오산),40세~49세,12733 
___대원동(경기오산),50세~59세,8350 
___대원동(경기오산),60세~64세,2411 
___대원동(경기오산),65세이상,4623 
___대원동(경기오산),합계,66797 
___남촌동(경기오산),0세~9세,1597 
___남촌동(경기오산),10세~19세,1611 
___남촌동(경기오산),20세~29세,4481 
___남촌동(경기오산),30세~39세,6021 
___남촌동(경기오산),40세~49세,3914 
___남촌동(경기오산),50세~59세,2590 
___남촌동(경기오산),60세~64세,827 
___남촌동(경기오산),65세이상,1469 
___남촌동(경기오산),합계,22510 
___신장동(경기오산),0세~9세,7881 
___신장동(경기오산),10세~19세,6009 
___신장동(경기오산),20세~29세,6203 
___신장동(경기오산),30세~39세,10654 
___신장동(경기오산),40세~49세,9559 
___신장동(경기오산),50세~59세,7267 
___신장동(경기오산),60세~64세,2364 
___신장동(경기오산),65세이상,4616 
___신장동(경기오산),합계,54553 
___세마동(경기오산),0세~9세,3021 
___세마동(경기오산),10세~19세,2232 
___세마동(경기오산),20세~29세,2115 
___세마동(경기오산),30세~39세,3697 
___세마동(경기오산),40세~49세,3642 
___세마동(경기오산),50세~59세,2512 
___세마동(경기오산),60세~64세,827 
___세마동(경기오산),65세이상,1390 
___세마동(경기오산),합계,19436 
___초평동(경기오산),0세~9세,2324 
___초평동(경기오산),10세~19세,2329 
___초평동(경기오산),20세~29세,1772 
___초평동(경기오산),30세~39세,3226 
___초평동(경기오산),40세~49세,3367 
___초평동(경기오산),50세~59세,2194 
___초평동(경기오산),60세~64세,591 
___초평동(경기오산),65세이상,1352 
___초평동(경기오산),합계,17155 
_시흥시(경기),0세~9세,39103 
_시흥시(경기),10세~19세,50140 
_시흥시(경기),20세~29세,55996 
_시흥시(경기),30세~39세,60375 
_시흥시(경기),40세~49세,81529 
_시흥시(경기),50세~59세,67422 
_시흥시(경기),60세~64세,16673 
_시흥시(경기),65세이상,31650 
_시흥시(경기),합계,402888 
___대야동(경기시흥),0세~9세,2252 
___대야동(경기시흥),10세~19세,3766 
___대야동(경기시흥),20세~29세,5138 
___대야동(경기시흥),30세~39세,3910 
___대야동(경기시흥),40세~49세,5765 
___대야동(경기시흥),50세~59세,6792 
___대야동(경기시흥),60세~64세,1845 
___대야동(경기시흥),65세이상,3409 
___대야동(경기시흥),합계,32877 
___신천동(경기시흥),0세~9세,2845 
___신천동(경기시흥),10세~19세,5186 
___신천동(경기시흥),20세~29세,6668 
___신천동(경기시흥),30세~39세,4901 
___신천동(경기시흥),40세~49세,7945 
___신천동(경기시흥),50세~59세,8482 
___신천동(경기시흥),60세~64세,2197 
___신천동(경기시흥),65세이상,3861 
___신천동(경기시흥),합계,42085 
___신현동(경기시흥),0세~9세,821 
___신현동(경기시흥),10세~19세,1145 
___신현동(경기시흥),20세~29세,1676 
___신현동(경기시흥),30세~39세,1302 
___신현동(경기시흥),40세~49세,1996 
___신현동(경기시흥),50세~59세,2408 
___신현동(경기시흥),60세~64세,751 
___신현동(경기시흥),65세이상,1465 
___신현동(경기시흥),합계,11564 
___은행동(경기시흥),0세~9세,2680 
___은행동(경기시흥),10세~19세,4496 
___은행동(경기시흥),20세~29세,4552 
___은행동(경기시흥),30세~39세,3524 
___은행동(경기시흥),40세~49세,6121 
___은행동(경기시흥),50세~59세,5458 
___은행동(경기시흥),60세~64세,1201 
___은행동(경기시흥),65세이상,2191 
___은행동(경기시흥),합계,30223 
___매화동(경기시흥),0세~9세,1100 
___매화동(경기시흥),10세~19세,1735 
___매화동(경기시흥),20세~29세,1800 
___매화동(경기시흥),30세~39세,1556 
___매화동(경기시흥),40세~49세,2700 
