행정구역,연령구분,합계
___매화동(경기시흥),50세~59세,2445 
___매화동(경기시흥),60세~64세,744 
___매화동(경기시흥),65세이상,1708 
___매화동(경기시흥),합계,13788 
___목감동(경기시흥),0세~9세,1933 
___목감동(경기시흥),10세~19세,1558 
___목감동(경기시흥),20세~29세,2017 
___목감동(경기시흥),30세~39세,2991 
___목감동(경기시흥),40세~49세,2706 
___목감동(경기시흥),50세~59세,2893 
___목감동(경기시흥),60세~64세,1053 
___목감동(경기시흥),65세이상,2049 
___목감동(경기시흥),합계,17200 
___과림동(경기시흥),0세~9세,66 
___과림동(경기시흥),10세~19세,59 
___과림동(경기시흥),20세~29세,208 
___과림동(경기시흥),30세~39세,225 
___과림동(경기시흥),40세~49세,247 
___과림동(경기시흥),50세~59세,569 
___과림동(경기시흥),60세~64세,289 
___과림동(경기시흥),65세이상,487 
___과림동(경기시흥),합계,2150 
___정왕2동(경기시흥),0세~9세,3891 
___정왕2동(경기시흥),10세~19세,4941 
___정왕2동(경기시흥),20세~29세,5099 
___정왕2동(경기시흥),30세~39세,5233 
___정왕2동(경기시흥),40세~49세,7382 
___정왕2동(경기시흥),50세~59세,5230 
___정왕2동(경기시흥),60세~64세,997 
___정왕2동(경기시흥),65세이상,1945 
___정왕2동(경기시흥),합계,34718 
___정왕3동(경기시흥),0세~9세,2680 
___정왕3동(경기시흥),10세~19세,2930 
___정왕3동(경기시흥),20세~29세,3491 
___정왕3동(경기시흥),30세~39세,4738 
___정왕3동(경기시흥),40세~49세,5511 
___정왕3동(경기시흥),50세~59세,4300 
___정왕3동(경기시흥),60세~64세,997 
___정왕3동(경기시흥),65세이상,1651 
___정왕3동(경기시흥),합계,26298 
___정왕 4동(경기시흥),0세~9세,5136 
___정왕 4동(경기시흥),10세~19세,5514 
___정왕 4동(경기시흥),20세~29세,4882 
___정왕 4동(경기시흥),30세~39세,6166 
___정왕 4동(경기시흥),40세~49세,8019 
___정왕 4동(경기시흥),50세~59세,5143 
___정왕 4동(경기시흥),60세~64세,910 
___정왕 4동(경기시흥),65세이상,1801 
___정왕 4동(경기시흥),합계,37571 
___정왕본동(경기시흥),0세~9세,1980 
___정왕본동(경기시흥),10세~19세,1438 
___정왕본동(경기시흥),20세~29세,4259 
___정왕본동(경기시흥),30세~39세,5884 
___정왕본동(경기시흥),40세~49세,5287 
___정왕본동(경기시흥),50세~59세,3966 
___정왕본동(경기시흥),60세~64세,806 
___정왕본동(경기시흥),65세이상,1310 
___정왕본동(경기시흥),합계,24930 
___정왕1동(경기시흥),0세~9세,2441 
___정왕1동(경기시흥),10세~19세,2717 
___정왕1동(경기시흥),20세~29세,3924 
___정왕1동(경기시흥),30세~39세,5350 
___정왕1동(경기시흥),40세~49세,6016 
___정왕1동(경기시흥),50세~59세,4388 
___정왕1동(경기시흥),60세~64세,1011 
___정왕1동(경기시흥),65세이상,1596 
___정왕1동(경기시흥),합계,27443 
___능곡동(경기시흥),0세~9세,1836 
___능곡동(경기시흥),10세~19세,2544 
___능곡동(경기시흥),20세~29세,1801 
___능곡동(경기시흥),30세~39세,1882 
___능곡동(경기시흥),40세~49세,3583 
___능곡동(경기시흥),50세~59세,2460 
___능곡동(경기시흥),60세~64세,640 
___능곡동(경기시흥),65세이상,1385 
___능곡동(경기시흥),합계,16131 
___군자동(경기시흥),0세~9세,2544 
___군자동(경기시흥),10세~19세,2973 
___군자동(경기시흥),20세~29세,3352 
___군자동(경기시흥),30세~39세,4114 
___군자동(경기시흥),40세~49세,4619 
___군자동(경기시흥),50세~59세,4227 
___군자동(경기시흥),60세~64세,1266 
___군자동(경기시흥),65세이상,2446 
___군자동(경기시흥),합계,25541 
___월곶동(경기시흥),0세~9세,2043 
___월곶동(경기시흥),10세~19세,1536 
___월곶동(경기시흥),20세~29세,1701 
___월곶동(경기시흥),30세~39세,3163 
___월곶동(경기시흥),40세~49세,3341 
___월곶동(경기시흥),50세~59세,2352 
___월곶동(경기시흥),60세~64세,763 
___월곶동(경기시흥),65세이상,1436 
___월곶동(경기시흥),합계,16335 
___연성동(경기시흥),0세~9세,2441 
___연성동(경기시흥),10세~19세,3999 
___연성동(경기시흥),20세~29세,3243 
___연성동(경기시흥),30세~39세,3003 
___연성동(경기시흥),40세~49세,5718 
___연성동(경기시흥),50세~59세,3838 
___연성동(경기시흥),60세~64세,827 
___연성동(경기시흥),65세이상,1972 
___연성동(경기시흥),합계,25041 
___장곡동(경기시흥),0세~9세,2414 
___장곡동(경기시흥),10세~19세,3603 
___장곡동(경기시흥),20세~29세,2185 
___장곡동(경기시흥),30세~39세,2433 
___장곡동(경기시흥),40세~49세,4573 
___장곡동(경기시흥),50세~59세,2471 
___장곡동(경기시흥),60세~64세,376 
___장곡동(경기시흥),65세이상,938 
___장곡동(경기시흥),합계,18993 
_군포시(경기),0세~9세,28017 
_군포시(경기),10세~19세,31909 
_군포시(경기),20세~29세,39182 
_군포시(경기),30세~39세,45050 
_군포시(경기),40세~49세,50430 
_군포시(경기),50세~59세,47205 
_군포시(경기),60세~64세,14567 
_군포시(경기),65세이상,28530 
_군포시(경기),합계,284890 
___군포1동(경기군포),0세~9세,2763 
___군포1동(경기군포),10세~19세,3449 
___군포1동(경기군포),20세~29세,5116 
___군포1동(경기군포),30세~39세,5305 
___군포1동(경기군포),40세~49세,6017 
___군포1동(경기군포),50세~59세,6436 
___군포1동(경기군포),60세~64세,2078 
___군포1동(경기군포),65세이상,3596 
___군포1동(경기군포),합계,34760 
___군포2동(경기군포),0세~9세,6724 
___군포2동(경기군포),10세~19세,6935 
___군포2동(경기군포),20세~29세,7757 
___군포2동(경기군포),30세~39세,8988 
___군포2동(경기군포),40세~49세,10161 
___군포2동(경기군포),50세~59세,9277 
___군포2동(경기군포),60세~64세,2561 
___군포2동(경기군포),65세이상,4372 
___군포2동(경기군포),합계,56775 
___산본1동(경기군포),0세~9세,1228 
___산본1동(경기군포),10세~19세,1362 
___산본1동(경기군포),20세~29세,3005 
___산본1동(경기군포),30세~39세,3144 
___산본1동(경기군포),40세~49세,2761 
___산본1동(경기군포),50세~59세,3631 
___산본1동(경기군포),60세~64세,1264 
___산본1동(경기군포),65세이상,2586 
___산본1동(경기군포),합계,18981 
___산본2동(경기군포),0세~9세,3309 
___산본2동(경기군포),10세~19세,3440 
___산본2동(경기군포),20세~29세,4223 
___산본2동(경기군포),30세~39세,4594 
___산본2동(경기군포),40세~49세,5154 
___산본2동(경기군포),50세~59세,5074 
___산본2동(경기군포),60세~64세,1521 
___산본2동(경기군포),65세이상,2656 
___산본2동(경기군포),합계,29971 
___금정동(경기군포),0세~9세,1286 
___금정동(경기군포),10세~19세,1657 
___금정동(경기군포),20세~29세,3018 
___금정동(경기군포),30세~39세,2994 
___금정동(경기군포),40세~49세,3211 
___금정동(경기군포),50세~59세,3730 
___금정동(경기군포),60세~64세,1359 
___금정동(경기군포),65세이상,2172 
___금정동(경기군포),합계,19427 
___재궁동(경기군포),0세~9세,1955 
___재궁동(경기군포),10세~19세,2039 
___재궁동(경기군포),20세~29세,3120 
___재궁동(경기군포),30세~39세,4262 
___재궁동(경기군포),40세~49세,3404 
___재궁동(경기군포),50세~59세,3434 
___재궁동(경기군포),60세~64세,1181 
___재궁동(경기군포),65세이상,2406 
___재궁동(경기군포),합계,21801 
___오금동(경기군포),0세~9세,2947 
___오금동(경기군포),10세~19세,2820 
___오금동(경기군포),20세~29세,2939 
___오금동(경기군포),30세~39세,4832 
___오금동(경기군포),40세~49세,4468 
___오금동(경기군포),50세~59세,3365 
___오금동(경기군포),60세~64세,1052 
___오금동(경기군포),65세이상,2277 
___오금동(경기군포),합계,24700 
___수리동(경기군포),0세~9세,1797 
___수리동(경기군포),10세~19세,2106 
___수리동(경기군포),20세~29세,2406 
___수리동(경기군포),30세~39세,3115 
___수리동(경기군포),40세~49세,3278 
___수리동(경기군포),50세~59세,3041 
___수리동(경기군포),60세~64세,907 
___수리동(경기군포),65세이상,2429 
___수리동(경기군포),합계,19079 
___궁내동(경기군포),0세~9세,2414 
___궁내동(경기군포),10세~19세,3618 
___궁내동(경기군포),20세~29세,2710 
___궁내동(경기군포),30세~39세,2584 
___궁내동(경기군포),40세~49세,4908 
___궁내동(경기군포),50세~59세,3313 
___궁내동(경기군포),60세~64세,856 
___궁내동(경기군포),65세이상,1984 
___궁내동(경기군포),합계,22387 
___광정동(경기군포),0세~9세,2532 
___광정동(경기군포),10세~19세,3421 
___광정동(경기군포),20세~29세,3603 
___광정동(경기군포),30세~39세,3878 
___광정동(경기군포),40세~49세,5171 
___광정동(경기군포),50세~59세,4165 
___광정동(경기군포),60세~64세,1221 
___광정동(경기군포),65세이상,2943 
___광정동(경기군포),합계,26934 
___대야동(경기군포),0세~9세,1062 
___대야동(경기군포),10세~19세,1062 
___대야동(경기군포),20세~29세,1285 
___대야동(경기군포),30세~39세,1354 
___대야동(경기군포),40세~49세,1897 
___대야동(경기군포),50세~59세,1739 
___대야동(경기군포),60세~64세,567 
___대야동(경기군포),65세이상,1109 
___대야동(경기군포),합계,10075 
_의왕시(경기),0세~9세,14323 
_의왕시(경기),10세~19세,16695 
_의왕시(경기),20세~29세,22261 
_의왕시(경기),30세~39세,22615 
_의왕시(경기),40세~49세,26964 
_의왕시(경기),50세~59세,27651 
_의왕시(경기),60세~64세,9342 
_의왕시(경기),65세이상,16912 
_의왕시(경기),합계,156763 
___고천동(경기의왕),0세~9세,1017 
___고천동(경기의왕),10세~19세,1178 
___고천동(경기의왕),20세~29세,1663 
___고천동(경기의왕),30세~39세,1867 
___고천동(경기의왕),40세~49세,1891 
___고천동(경기의왕),50세~59세,2326 
___고천동(경기의왕),60세~64세,998 
___고천동(경기의왕),65세이상,1690 
___고천동(경기의왕),합계,12630 
___부곡동(경기의왕),0세~9세,2151 
___부곡동(경기의왕),10세~19세,2668 
___부곡동(경기의왕),20세~29세,3738 
___부곡동(경기의왕),30세~39세,3749 
___부곡동(경기의왕),40세~49세,4406 
___부곡동(경기의왕),50세~59세,4531 
___부곡동(경기의왕),60세~64세,1543 
___부곡동(경기의왕),65세이상,3624 
___부곡동(경기의왕),합계,26410 
___오전동(경기의왕),0세~9세,3676 
___오전동(경기의왕),10세~19세,4719 
___오전동(경기의왕),20세~29세,5363 
___오전동(경기의왕),30세~39세,5575 
___오전동(경기의왕),40세~49세,7091 
___오전동(경기의왕),50세~59세,7161 
___오전동(경기의왕),60세~64세,2424 
___오전동(경기의왕),65세이상,3958 
___오전동(경기의왕),합계,39967 
___내손1동(경기의왕),0세~9세,2023 
___내손1동(경기의왕),10세~19세,2676 
___내손1동(경기의왕),20세~29세,3567 
___내손1동(경기의왕),30세~39세,2990 
___내손1동(경기의왕),40세~49세,4065 
___내손1동(경기의왕),50세~59세,4302 
___내손1동(경기의왕),60세~64세,1214 
___내손1동(경기의왕),65세이상,1957 
___내손1동(경기의왕),합계,22794 
___내손2동(경기의왕),0세~9세,3273 
___내손2동(경기의왕),10세~19세,3296 
___내손2동(경기의왕),20세~29세,5100 
___내손2동(경기의왕),30세~39세,5096 
___내손2동(경기의왕),40세~49세,5699 
___내손2동(경기의왕),50세~59세,5858 
___내손2동(경기의왕),60세~64세,1929 
___내손2동(경기의왕),65세이상,3148 
___내손2동(경기의왕),합계,33399 
___청계동(경기의왕),0세~9세,2183 
___청계동(경기의왕),10세~19세,2158 
___청계동(경기의왕),20세~29세,2830 
___청계동(경기의왕),30세~39세,3338 
___청계동(경기의왕),40세~49세,3812 
___청계동(경기의왕),50세~59세,3473 
___청계동(경기의왕),60세~64세,1234 
___청계동(경기의왕),65세이상,2535 
___청계동(경기의왕),합계,21563 
_하남시(경기),0세~9세,23477 
_하남시(경기),10세~19세,19495 
_하남시(경기),20세~29세,25352 
