순번,STATION_NM,GPS_X,GPS_Y,MAP_X,MAP_Y,STATION_ID,MOBILE_NO
25917,선단5통마을회관앞,12709.115,3751.611,213372.417,484494.0194,236001390,40782
25918,인향아파트,12641.785,3731.265,173166.4441,446890.9513,166000559,40559
25919,공병부대,12659.229,3754.737,198874.1138,490266.3889,235001690,53227
25920,세마역,12702.563,3711.215,203795.194,409760.0356,223000345,24316
25921,군문동,12705.312,3659.144,207884.5345,387435.005,214001520,48518
25922,현인마을.대림e편한세상,12706.696,3720.055,209893.1993,426116.2408,228003511,56532
25923,대청역,12704.732,3729.598,206977.2876,443765.9443,122000293,23397
25924,광탄경매시장,12650.843,3746.823,186558.969,475638.7461,229001642,31614
25925,도곡15리마을회관,12714.29,3734.76,221041.5771,453338.2397,222001868,49711
25926,경기도립노인전문평택병원,12705.808,3703.219,208612.6334,394973.5038,214001529,48530
25927,일산동구청,12646.533,3739.466,180198.212,462042.2178,219001077,58279
25928,SK뷰파크3차,12703.087,3713.263,204569.6421,413549.106,233002680,55718
25929,사리현마을,12650.782,3742.152,186455.7348,466997.2202,219000943,58153
25930,가재1리입구.자연샘,12655.18,3708.712,192865.6092,405133.2541,233002212,55133
25931,무지개아파트,12653.921,3727.414,191038.6509,439728.2301,117900116,18508
25932,밤일로입구,12650.829,3727.24,186479.6613,439412.843,213000369,14471
25933,무궁화유지,12702.033,3753.821,202983.7377,488573.2695,235001740,53719
25934,미주아파트,12657.386,3719.424,196142.4062,424945.3081,226000310,27300
25935,망포역3번출구.망포그대가프리미어.골든스퀘어,12703.299,3714.731,204881.9621,416263.8516,203000346,4326
25936,마을회관,12652.268,3738.731,188631.1,460664.8543,218001275,57498
25937,큰솔유치원,12648.329,3739.109,182837.8394,461374.2038,219001085,58289
25938,인구협회가족보건의원.원요양병원,12700.541,3716.287,200802.933,419140.4028,202000122,3189
25939,횡성휴게소환승정류소,12808.113,3727.763,300437.2818,440972.4971,258500720,
25940,센트럴푸르지아파트정문,12716.193,3723.934,223900.1015,433320.6762,234001223,54204
25941,새원마을,12703.047,3727.272,204496.5483,439461.6303,121000239,22315
25942,뿌리기술센터.금형기술교육원,12641.964,3720.895,173369.2768,427708.308,224000779,25986
25943,삼성아파트,12642.785,3736.369,174669.3247,456326.7748,232514140,
25944,금촌초등학교,12646.123,3745.64,179623.2406,473463.345,229002345,30076
25945,부안시외버스터미널,12644.221,3543.61,176206.8173,247768.0648,319500010,
25946,신갈,12706.237,3716.447,209222.8946,419442.0771,228001375,
25947,카페거리남단.별내커뮤니티센터,12707.675,3739.357,211291.1826,461823.8571,222001895,49741
25948,소준,12645.316,3734.969,178386.8245,453727.9119,232514010,
25949,상광교동종점,12700.865,3719.765,201280.1576,425574.5462,200000275,1417
25950,분수1리,12651.478,3745.863,187488.6992,473860.4757,229002863,31590
25951,의정부세무서,12702.155,3744.424,203169.3242,471189.2952,207509350,8449
25952,태영아파트,12704.56,3708.261,206755.9487,404297.6622,223000482,24157
25953,용두2리.황정마을,12742.868,3733.163,263137.5586,450596.8861,240001168,45987
25954,장덕동,12648.18,3709.498,182504.1435,406602.7555,233002855,
25955,BRT환승센터.검단산입구,12713.781,3732.339,220303.1787,448857.5739,227000260,28293
25956,궁안마을,12705.94,3722.183,208769.8895,430049.5251,206000365,7371
25957,신정숲속마을아파트.댓골마을입구,12650.144,3730.404,185479.5636,445267.5998,114000218,15322
25958,수락산유원지,12706.496,3742.372,209550.3685,467398.4336,222001676,49552
25959,대성식당,12650.77,3744.372,186445.0091,471103.7128,229002564,31814
25960,한양주택,12658.708,3717.706,198093.5099,421767.1426,200000408,1381
25961,외발산신광명마을,12649.296,3732.764,184238.0565,449635.5986,115000055,16151
25962,㈜케이디코퍼레이션,12646.03,3717.805,179359.4337,421975.0498,217000771,18715
25963,DMC해링턴플레이스,12653.702,3736.422,190734.4741,456391.6488,218001362,19164
25964,동국종합산업,12654.576,3758.015,192060.2137,496334.2463,229525800,
25965,아람마을,12703.531,3719.98,205218.6889,425973.481,228003438,56459
25966,강일초등학교,12710.606,3733.95,215620.6146,451827.6019,124000210,25327
25967,상현지구대.금호5단지아파트,12704.552,3718.37,206729.2349,422996.0541,228003531,56552
25968,사목3리마을회관,12645.168,3752.508,178254.6996,486173.1905,229002706,31504
25969,오금대림아파트.오금초등학교,12707.941,3730.586,211704.9321,445599.2137,123000628,24914
25970,석천3리,12646.243,3702.578,179603.694,393806.3509,233001357,36956
25971,용두삼거리,12652.883,3737.476,189532.2063,458342.4609,218000658,19584
25972,성은리농기계,12709.024,3705.289,213374.5013,398808.1014,231001411,33845
25973,남방리,12702.453,3746.583,203605.3759,475183.6668,235001645,53276
25974,두산위브아파트,12653.999,3725.955,191151.9063,437028.5803,208000284,9226
25975,향교.팔달보건소.중앙침례교회,12700.701,3716.243,201041.1268,419057.489,202000215,3046
25976,한국보육원앞,12656.995,3742.478,195587.1571,467590.0898,235001292,53864
25977,호명산빌리지,12701.092,3745.312,201607.5033,472831.3697,207000485,8505
25978,서원,12654.144,3739.21,191390.9179,461548.7522,218001165,57405
25979,가평수련원,12722.188,3745.317,232591.5113,472904.2097,239000798,44801
25980,인천의료원,12640.032,3728.698,170566.9264,442151.377,163000458,37458
25981,기산2리,12654.602,3746.976,192079.0508,475913.3721,229001834,30127
25982,반월리,12703.874,3714.008,205732.2826,414926.8256,233001559,55228
25983,능길운동장,12645.802,3719.602,179030.5124,425300.2482,217000680,18638
25984,야당15통마을회관,12646.13,3742.891,179620.9686,468377.7591,229002603,31451
25985,백석교,12648.222,3748.726,182718.8692,479165.2489,229002576,30044
25986,미사역(임시),12711.513,3733.903,216956.7671,451744.1087,227000682,28529
25987,마른개울,12710.302,3740.433,215150.5015,463820.1532,222001463,49413
25988,위례새초롱유치원,12708.919,3728.2,213152.9807,441186.989,204000333,5323
25989,은계단독주택,12648.251,3726.136,182673.2949,437378.5192,224000679,25679
25990,한산리전원마을,12659.494,3754.252,199262.8457,489369.0726,235001281,39090
25991,삼성래미안아파트.성대후문,12658.582,3717.79,197908.0112,421922.2704,200000407,1380
25992,사목2리,12645.245,3752.803,178369.7986,486717.4994,229002509,31793
25993,신천역.시흥전화국,12647.163,3726.264,181068.9627,437618.3786,224000976,25955
25994,돈유2로1,12648.855,3751.488,183657.1551,484274.0538,229002765,31526
25995,인창주공6단지,12708.66,3736.411,212747.7859,456375.148,221000318,22197
25996,용인서부경찰서.죽전자이2차,12706.413,3718.513,209478.4315,423264.0139,228003139,56183
25997,문원동버스종점,12700.47,3725.489,200696.3648,436163.455,220000109,21101
25998,서부공영차고지,12657.776,3715.319,196714.2993,417351.4493,201000446,2949
25999,스타핀볼링장,12645.805,3746.906,175775.5517,471282.9104,229001682,30905
26000,다인,12821.383,3626.828,321606.0881,328515.4776,362500010,
26001,동부아파트,12658.307,3712.73,197497.6904,412561.5962,233002739,
26002,수촌1리,12651.43,3706.174,187306.031,400445.7617,233002632,37456
26003,광교차고지,12704.736,3717.264,207002.4293,420950.6578,203000254,4254
26004,수원지방법원평택지원.수원지방검찰청평택지청,12705.804,3700.589,208612.1054,390109.706,214001585,48626
26005,시흥3동주민센터앞,12654.22,3726.435,191478.8781,437917.5904,117900030,18789
26006,태영아파트,12645.376,3741.634,178507.8772,466055.3091,219001102,58300
26007,도촌,12641.9,3740.162,173388.7764,463348.9805,219000860,58068
26008,덕도1리구마을회관,12658.422,3751.057,197685.7597,483458.178,235001377,53553
26009,청바지공장앞,12652.581,3745.407,189106.8313,473015.4489,229002669,30205
26010,고기저수지,12704.439,3721.101,206558.8066,428047.7031,243502440,
26011,창동역,12702.952,3739.204,204345.1992,461533.5322,109900139,10500
26012,죽현마을.현대아이파크후문,12706.812,3719.162,210066.6989,424465.2369,228003127,56171
26013,비젼푸르지오(중),12707.22,3659.601,210714.6693,388283.8196,214002035,48899
26014,센트럴파크역,12638.024,3723.636,167569.9581,432799.0471,164000574,38574
26015,웰카운티17단지,12639.575,3732.38,169917.2481,448963.9596,168001183,89183
26016,도봉파크빌3단지,12702.948,3741.278,204337.529,465371.153,109900025,10802
26017,온석2통앞,12650.818,3710.03,186410.4427,407579.1191,233002214,55110
26018,마포구청,12654.108,3733.896,191327.5298,451719.3746,113000012,14102
26019,사송동.종점,12706.909,3724.906,210197.569,435090.3045,204000215,5210
26020,마곡엠밸리15단지아파트,12649.611,3733.518,184704.9321,451028.4373,115000314,16428
26021,통정골,12710.584,3722.47,215628.8264,430597.6312,234000050,38072
26022,진도공용터미널,12615.775,3428.717,132286.1466,109503.6596,344500010,
26023,서봉숲속공원,12704.834,3717.965,207145.9721,422248.5074,228002167,56012
26024,상천낚시터,12728.487,3746.073,241836.9704,474345.8171,239000882,44887
26025,고골입구,12651.328,3742.548,187259.2603,467728.8594,218000785,57052
26026,SK주유소,12646.987,3738.08,180859.6715,459476.6338,219000960,58170
26027,장흥아트파크,12656.982,3743.478,195570.0113,469440.7431,235001110,53420
26028,갈매중앙사거리.단독2단지앞,12706.994,3737.81,210293.9741,458959.9259,221000339,22270
26029,광교초등학교.광교홍재도서관,12702.837,3718.229,204194.9083,422735.072,203000263,4262
26030,한라비발디후문,12707.256,3738.26,210678.0904,459792.4946,221000330,22261
26031,일신역,12741.338,3726.713,260971.1762,438649.2261,240001193,46616
26032,한양수자인,12637.32,3731.634,166590.996,447597.5145,168000893,42893
26033,마두1리,12701.099,3706.564,201631.1619,401156.9976,214001949,15798
26034,가락동쌍용아파트,12707.32,3730.142,210790.3562,444776.8562,123000279,24370
26035,샘골입구,12711.414,3729.802,216826.0973,444156.5944,227000579,28386
26036,구로우체국.이펜하우스5단지후문,12650.564,3728.877,186093.297,442440.6847,116000111,17201
26037,군포시노인행복센터,12656.376,3721.104,194652.3545,428054.0019,225000324,26305
26038,태평고개(마을),12707.636,3726.62,211265.7967,438262.0267,204000260,5233
26039,덕풍2동행복복지센터,12711.898,3732.533,217528.4361,449211.4022,227000703,28550
26040,희람테크,12643.028,3719.05,174928.9964,424290.8243,224001056,59003
26041,I_SQUARE.창업주택,12705.748,3724.725,208484.0805,434752.8623,204000343,5334
26042,원당사,12650.496,3739.458,186026.9845,462014.098,218000870,57136
26043,호남슈퍼,12654.943,3727.136,192545.7541,439211.824,117900138,18844
26044,남촌풍림3차아파트,12643.111,3725.759,175090.1358,436699.6115,165000165,39165
26045,비전고등학교,12706.262,3700.051,209292.9307,389114.4044,214001248,48678
26046,공장앞,12650.305,3743.079,185757.813,468712.6073,219000934,58144
26047,호반3차.창의고,12707.133,3710.778,210559.3342,408958.3293,233002373,55444
26048,산업은행본점,12655.249,3731.68,193004.0289,447618.2795,118000196,19281
26049,내곡1동,12648.396,3738.625,182935.4657,460479.4218,218001222,57447
26050,제일은행금오지점,12704.177,3745,206139.7294,472256.1521,207510860,
26051,LG럭키아파트,12657.179,3722.6,195838.6871,430819.1873,209000353,10317
26052,검바위초등학교,12647.899,3726,182152.8706,437126.8829,224000918,25924
26053,수영리검사소,12658.118,3713.961,197219.6927,414839.0728,233001986,55621
26054,수궁동양지연립,12649.037,3729.723,183846.1246,444010.5849,116506850,85181
26055,성복아이파크,12703.625,3719.323,205358.8197,424758.1207,228002087,47995
26056,삼정호텔,12701.866,3730.377,202753.0623,445205.1258,122000694,23951
26057,삼성마을2단지아파트,12656.02,3720.163,194125.4233,426312.3535,225000314,26295
26058,은계중,12647.94,3726.822,182217.1701,438647.5556,224000860,25855
26059,은행나무앞,12711.786,3730.787,217369.7412,445981.3397,227000591,28398
26060,건영아파트,12643.589,3737.439,175858.1312,458303.1303,232514390,
26061,명진검사소,12649.346,3742.037,184344.8118,466788.7518,219000807,58016
26062,옹정초등학교,12633.921,3741.68,161669.0764,466202.5551,232516300,
26063,호야전자,12656.574,3702.043,194921.9592,392796.173,214001490,48623
26064,의정부경찰서(마을),12702.547,3744.615,203745.9791,471543.7057,207510820,
26065,용두5통앞,12652.973,3737.437,189664.5619,458270.8911,218000576,19533
26066,광교호반베르디움트라엘.광교해모로,12703.084,3718.247,204560.5678,422767.5669,203000342,4321
26067,매수리마을9단지.마송중고교,12635.788,3741.254,164410.3142,465402.7168,232000716,35698
26068,중흥S클래스.호반베르디움,12706.711,3700.457,209957.2313,389866.2813,214000805,48916
26069,아인스월드,12644.718,3730.714,177484.1816,445858.3879,210000548,11553
26070,약수농원,12648.757,3750.877,183511.9347,483143.5363,229002828,31893
26071,양우내안애,12649.41,3712.167,184333.5834,411535.81,233002159,36024
26072,마지고개,12654.699,3756.978,192239.0365,494416.4774,229001614,31747
26073,일심교회,12657.613,3722.645,196479.9332,430903.4797,209000318,10282
26074,개나리아파트.탑건빌리지,12702.373,3704.57,203519.8302,397469.1663,214001711,15114
26075,계산동수협,12643.54,3732.612,175759.986,449374.19,167000533,41533
26076,우성5차.KT전화국앞,12657.14,3719.028,195777.4456,424212.803,226000363,27349
26077,장월슈퍼,12641.033,3741.006,172119.9128,464913.9242,219000797,58006
26078,상수초교,12659.267,3752.086,198929.2795,485362.1678,235001453,53468
26079,풍림아이원아파트,12639.619,3726.493,169942.6121,438074.2015,163000034,37034
26080,송화2리입구,12702.887,3657.078,204288.4774,383610.9891,214001634,48374
26081,과천여자고등학교.대우증권,12659.416,3725.811,199141.9381,436758.5168,220000112,21106
26082,은현마트,12701.381,3752.346,202028.701,485843.9701,235001527,53402
26083,농협은행.시장입구앞(마을),12647.104,3751.421,181088.6424,484155.509,229002808,31884
26084,선린감리교회,12641.562,3728.601,172822.0924,441963.5177,166000047,40047
26085,송정동현대아파트,12715.527,3725.098,222911.5973,435470.6342,234000950,38535
26086,고잔5리.6리,12653.526,3702.511,190403.8198,393666.1385,214001755,15336
26087,인쇄단지,12650.173,3746.535,185575.0531,475107.0869,229001485,31630
26088,화수고등학교앞,12650.203,3738.672,185592.7776,460561.023,218001065,57306
26089,상주종합터미널,12809.13,3625.146,303335.2852,325165.9247,358500080,
26090,한림대성심병원,12704.838,3713.038,207159.6231,413135.138,233002559,
26091,세븐힐빌리지,12647.057,3727.972,180919.684,440777.7313,224000991,25311
26092,대우푸르지오.별내하우스토리정문,12707.915,3740.072,211642.5106,463145.7846,222001532,49555
26093,현대아파트앞,12657.472,3724.358,196272.9184,434070.8323,209000282,10248
26094,칼트로직스,12652.272,3656.466,188529.439,382485.9569,214002053,48659
26095,농협마트,12701.251,3803.498,201834.7715,506474.3584,238000585,43674
26096,죽능3리마을회관,12718.576,3708.235,227510.8455,404291.5,228002122,29356
26097,식송1교,12719.957,3715.657,229507.8779,418026.4972,228003586,56684
26098,샘물교회,12658.703,3717.434,198086.9676,421262.8944,200000416,1389
26099,단독주택5블록,12706.762,3739.205,209949.2784,461540.1224,222001558,23282
26100,용인고등학교,12711.592,3714.259,217146.618,415406.9208,228001338,47360
26101,남사고개,12708.716,3706.798,212914.3087,401599.8257,228002338,56640
26102,미사강변동원로얄듀크,12710.89,3733.283,216041.133,450594.6066,227000255,28179
26103,상진리,12821.355,3658.653,320734.0373,387381.3265,282500080,
26104,회천4동행정복지센터,12705.523,3750.138,208106.8015,481762.3468,235001243,53913
26105,오정휴먼시아(중),12647.028,3731.915,180894.3139,448072.443,212000388,13349
26106,문산제2공설운동장,12644.766,3750.268,177653.6908,482029.7884,229002470,31347
26107,서천초교삼거리,12704.456,3714.597,206593.0978,416017.0771,228003222,56267
26108,지도초.중학교,12650.134,3737.648,185488.4673,458667.278,218000993,57258
26109,물푸레3.5단지,12709.05,3717.793,213376.8672,421937.9241,228001957,47936
26110,비산초등학교,12656.636,3724.366,195039.4167,434086.6142,209000360,10324
26111,경기도교육청북부청사후문,12703.202,3744.988,204707.7789,472234.0005,207511730,
26112,은행마을사거리,12648.283,3739.971,182773.5337,462970.195,219000950,58160
26113,가현초등학교,12640.351,3738.317,171099.0763,459943.3716,232000682,35629
26114,농협안성농식품물류센터,12713.544,3657.668,220105.6085,384724.7749,231001380,33809
26115,암뫼마을사거리,12702.879,3745.907,204231.1226,473932.9994,235001505,53679
26116,웅담우체국,12653.698,3754.776,190767.7093,490343.623,229001644,31753
26117,LG아파트,12658.82,3717.347,198259.4703,421101.4974,202000124,3199
26118,화정역3번출구,12649.932,3738.088,185193.1647,459482.566,218001359,19692
26119,롯데시네마,12702.558,3712.855,203787.6298,412792.971,233002403,55291
26120,삼성아파트,12707.227,3720.323,210677.2059,426612.8269,206000710,7633
26121,우성아파트.양재초등학교,12701.916,3728.476,202827.7949,441687.8225,121000199,22275
26122,가곡1리,12704.962,3706.797,207352.6476,401590.5423,214001885,15376
26123,영동시장,12701.408,3730.713,202077.814,445826.7104,122000016,23116
26124,와수버스터미널,12726.231,3814.325,238274.5244,526591.0245,262500050,
26125,거북바위,12714.216,3741.62,220901.1739,466027.7801,222001833,49645
26126,장문.황해농원,12641.455,3713.514,172572.3506,414057.0735,233002899,
26127,중흥클래스에듀,12706.834,3710.383,210117.8016,408227.2821,233000431,55665
26128,평촌차고지,12658.166,3723.849,197296.633,433129.6076,209000076,10160
26129,강천산업단지,12741.993,3716.998,262069.5207,420684.6485,237000975,42733
26130,약수농원,12648.743,3750.875,183491.1869,483139.9051,229002827,31892
26131,미사2동행정복지센터,12711.111,3734.057,216364.3872,452027.1144,227000485,28485
26132,래미안101.102동,12706.661,3717.991,209846.6671,422298.8467,228003068,47542
26133,방이2동주민센터,12706.854,3730.834,210103.0999,446055.0417,123000121,24210
26134,능안리.새말,12647.851,3744.288,182155.8361,470957.7746,229001808,31871
26135,가평공영버스(시외),12730.919,3749.48,245373.0613,480665.5626,239000920,44794
26136,원당대림e편한세상,12650.369,3739.561,185839.8296,462205.5755,218000876,57142
26137,광남주유소,12659.422,3751.041,199155.4822,483429.3583,235001621,53312
26138,음암,12631.146,3647.975,157081.6405,366879.1931,289500050,
26139,소하2동주민센터.충현역사공원,12652.636,3725.898,189140.9834,436926.9678,213000401,14379
26140,천호동공원,12707.555,3732.76,211131.2666,449619.9946,124000057,25157
26141,남양주유기농박물관,12720.305,3735.705,229890.3124,455112.8554,222001480,49402
26142,임초1리,12721.717,3744.988,231903.4292,472293.1009,239000795,44721
26143,구현진약국,12710.038,3727.378,214805.6549,439669.2046,205000315,6290
26144,시흥사거리.대명시장,12654.076,3727.284,191267.4051,439487.0099,117900088,18543
26145,개화역광역환승센터,12647.855,3734.701,182123.7527,453222.8154,115000320,16434
26146,후포터미널,12926.526,3640.969,418298.4201,356592.4245,372500340,
26147,샛터,12655.212,3759.482,192994.7804,499047.1842,238000636,43723
26148,일산농협,12646.476,3738.458,180110.2668,460176.1537,219000837,58045
26149,삼익2차아파트,12703.794,3705.088,205624.82,398427.9459,214001924,15640
26150,샘마을대우.한양아파트,12657.922,3722.574,196935.4634,430771.7196,209000309,10273
26151,4단지삼호상가,12659.731,3725.621,199603.8607,436404.3266,220000066,21053
26152,금호제이드웰21단지,12706.13,3749.01,209000.4016,479676.7458,235001205,53833
26153,금곡리입구.신동아아파트,12711.359,3743.43,216693.8913,469365.9655,222001825,49637
26154,홍제삼거리.인왕산한신휴플러스(중),12656.867,3735.116,195390.9154,453971.626,112000416,13030
26155,희망양로원,12651.179,3743.15,187041.7662,468842.409,218000829,57096
26156,광주경찰서.경남.벽산아파트,12714.363,3724.583,221196.1539,434513.3327,234001072,54046
26157,한신대학교,12701.413,3711.765,202093.8123,410776.6629,223509530,
26158,금곡1리,12712.707,3742.918,218677.6979,468424.5952,222001905,49755
26159,인천환경공단승기사업소,12640.15,3723.919,170709.2523,433310.3515,164000570,38570
26160,잠실역.롯데월드몰(중),12706.048,3730.757,208915.3731,445911.1345,123000579,24017
26161,해운대시외버스정류소,12909.201,3509.654,396205.8818,187067.8816,138500010,
26162,청룡사입구,12702.14,3704.337,203174.1584,397038.6568,214001841,48824
26163,아름마을.LG성원아파트뒤,12707.875,3736.451,211592.9126,456448.9226,221000280,22011
26164,영광시외버스터미널,12630.111,3516.557,154677.8836,197825.7122,341500020,
26165,사음1동,12725.344,3717.938,237454.3788,422279.0336,230001520,51289
26166,청계2가교차로,12659.271,3734.112,198930.6649,452114.2019,101000307,1237
26167,어소2리,12657.276,3703.682,195964.1684,395827.4812,214001782,48765
26168,부천터미널소풍(시외.고속),12645.393,3730.247,178477.5928,444991.8998,210000600,11545
26169,지월마을회관,12717.43,3724.792,225721.437,434912.9398,234000628,38743
26170,위례더힐정문,12709.249,3728.254,213639.3133,441287.8282,204000312,5290
26171,여울목,12657.373,3744.449,196145.0895,471235.6661,235001095,53114
26172,별내리슈빌아파트,12707.288,3739.458,210721.4033,462010.1749,222001534,49462
26173,금강아파트,12712.086,3737.546,217786.1275,458485.1103,222001762,49594
26174,당거3리,12700.324,3659.282,200482.8679,387688.1986,214001364,48304
26175,개나리1322동,12655.755,3722.394,193736.2201,430439.4143,225000358,26339
26176,넥스필앞,12721.989,3713.736,232526.4934,414484.2284,230001451,51230
26177,새천년산업,12709.822,3800.003,214382.4384,500020.6164,236001342,40734
26178,고포2리.큰개메기,12641.173,3714.573,172162.2179,416017.3273,233003065,
26179,광명역A주차장,12653.024,3725.111,189711.2749,435470.7447,213000488,14466
26180,LCD산업단지고개,12646.475,3748.462,180153.0029,478683.8716,229001828,30009
26181,각골입구,12642.589,3713.658,174250.8778,414318.5564,233002881,
26182,푸른농장,12642.263,3740.237,173922.3652,463484.5266,219000864,58072
26183,탄천,12701.709,3619.857,202558.9432,314770.1792,286500420,
26184,회룡중학교,12702.686,3742.872,203951.6602,468318.6122,207512880,
26185,원마을12단지,12705.628,3724.056,208308.6908,433516.5575,206000806,7688
26186,광적면행정복지센터.가래비시장,12659.057,3749.442,198619.9683,480471.4175,235001307,53160
26187,장곡마을회관,12650.543,3744.046,186110.276,470500.7757,229002413,31074
26188,한울마을2단지,12644.315,3742.644,176952.1276,467927.8964,229001357,50016
26189,두성특장차,12643.603,3719.156,175779.1175,424483.6741,224001011,25687
26190,서희1.2차아파트,12658.034,3718.314,197098.6742,422890.4029,200000391,1364
26191,구갈공원,12706.816,3716.902,210077.1309,420284.6397,228003211,56255
26192,인혜학교후문.원욱그린타운,12643.915,3734.735,176322.4817,453300.2294,167000473,41473
26193,영춘,12829.084,3704.61,332032.8672,398571.9707,282500040,
26194,가산디지털단지역1호선,12652.862,3728.91,189481.1636,442496.6479,117000926,18240
26195,동국대학교한방병원.푸른마을신성아파트,12707.608,3722.055,211235.6013,429818.3921,206000832,7714
26196,대화교통사무실,12643.662,3739.989,175979.38,463019.2759,219000801,58010
26197,장담마을,12718.281,3722.476,226990.6067,430632.1314,234001094,54066
26198,파크타운서안아파트,12707.368,3722.269,210880.3957,430212.9696,206000835,7717
26199,선착장,12637.321,3710.613,166435.5658,408713.2801,233003028,
26200,해태염직,12647.897,3718.419,182120.1347,423104.0983,217000714,18653
26201,쟁이골,12641.383,3710.918,172450.3695,409256.2692,233002543,36491
26202,장림교앞,12705.667,3752.938,208312.509,486942.2589,215000377,16438
26203,마루교차로,12641.812,3707.996,173068.0315,403848.463,233002303,55216
26204,LH인천서창사업단앞,12645.057,3725.736,177960.1732,436648.4157,165000811,39811
26205,신포입구.가마골,12655.906,3702.798,193932.4129,394193.407,214001996,48576
26206,한국장애인고용공단.서울대병원장례식장,12707.43,3720.869,210975.9346,427623.2416,206000722,7637
26207,가락골,12651.189,3727.222,187009.6998,439378.9038,213000388,14259
26208,노하3리,12651.296,3709.532,187115.4334,406655.3669,233002642,37519
26209,종로6가.동대문종합시장(중),12700.207,3734.259,200308.7999,452384.5015,100000396,1021
26210,명장삼거리,12729.017,3740.048,242672.9726,463203.8254,239000837,44809
26211,그레이스빌,12650.146,3739.631,185509.5593,462333.8857,218001086,57327
26212,도장2리.도장계곡,12723.624,3736.192,234771.5831,456032.9319,240001180,45998
26213,고한,12850.078,3713.185,362844.7236,414979.2019,261500010,
26214,어농3리마을회관,12725.861,3711.078,238275.6199,409593.0233,230001541,51300
26215,동패동,12644.756,3742.363,177600.1601,467406.5113,229001650,31757
26216,영암여객자동차터미널,12642.164,3447.831,172795.6276,144636.6225,338500650,
26217,세림산업단지,12658.369,3701.087,197583.4732,391026.4249,214002085,48944
26218,삼거리앞,12708.046,3744.013,211825.4036,470437.1813,222001271,23169
26219,남산공단입구,12659.07,3711.908,198626.8231,411041.894,233002332,55163
26220,붉은밭.호서캠퍼스,12647.835,3750.669,182158.8526,482761.0045,229002789,31848
26221,두배로마트,12648.458,3742.407,183040.8523,467475.4508,219000708,20740
26222,경포교,12652.794,3800.241,189456.6068,500456.651,238000623,43710
26223,공동묘지,12701.987,3753.639,202916.3563,488235.8886,235001406,53531
26224,효성해링턴코트.별내커뮤니티센터,12707.474,3739.308,210995.2026,461732.7923,222001914,49770
26225,고양초등학교.소방서,12654.026,3742.215,191223.7232,467107.2181,218000953,57219
26226,두문,12727.985,3706.664,241459.6078,401443.6459,231001374,33802
26227,장현리입구,12710.729,3742.811,215770.8706,468220.7419,222001670,49540
26228,서해아파트,12654.364,3718.376,191676.1318,423008.9381,216000662,17444
26229,골드CC,12708.147,3713.1,212054.1875,413254.7737,228003317,56362
26230,태평고개,12707.685,3726.662,211337.4626,438340.7459,204000339,5329
26231,후평3리입구,12638.946,3744.209,169073.5933,470850.2315,232511630,
26232,용호대림,12656.296,3720.622,194533.6658,427162.1,225000308,26289
26233,부산종합터미널,12905.764,3517.109,390695.3103,200743.3827,140500020,
26234,신외동,12648.793,3716.12,183435.38,418849.8004,233002581,
26235,힐하우스,12641.158,3747.685,172344.105,477268.1409,229001790,31811
26236,마북동주민센터입구,12707.153,3717.98,210572.5201,422280.0641,228003018,47695
26237,연꽃마을,12726.298,3759.705,238503.7998,499547.6034,239000930,44876
26238,합정역,12654.893,3733.032,192481.4455,450119.7029,113000468,14895
26239,파크뷰아파트.청소년수련관,12706.421,3722.337,209481.7638,430337.4076,206000760,7449
26240,부발읍.수정리,12731.736,3715.296,246927.7974,417445.2419,230000391,32441
26241,영장2교,12654.686,3746.564,192200.491,475151.9972,229002651,30311
26242,호매실스위첸19단지.능실마을22단지,12657.614,3715.514,196475.1959,417713.0061,201000439,2940
26243,공업단지입구,12710.454,3731.643,215404.3343,447560.2217,227507800,
26244,원당2동경로당,12651.537,3740.606,187560.5579,464136.4773,218001154,57394
26245,세경아파트후문,12657.216,3723.751,195894.9559,432949.01,209000352,10316
26246,힐즈파크푸르지오.테크노밸리U1센터,12711.533,3732.655,216990.0418,449435.7784,227000709,28556
26247,베라체아파트,12707.371,3711.43,210910.1265,410163.851,233001568,36693
26248,구리등기소앞,12708.48,3736.251,212483.7354,456078.7924,221000301,22208
26249,소만마을(중),12650.794,3737.062,186457.3077,457582.4128,218000637,19565
26250,빙그레슈퍼,12656.067,3723.349,194198.3764,432205.8144,208000318,9282
26251,추계2리,12719.092,3714.953,228233.5177,416721.6278,228001987,47906
26252,은못이사거리,12651.466,3737.651,187448.267,458668.7762,218001129,57369
26253,수일여중,12700.402,3718.429,200596.5033,423103.3804,200000308,1088
26254,모아미래도엘가,12639.754,3738.9,170225.3873,461025.2403,232514570,
26255,월계초소,12702.723,3753.134,203996.5773,487301.683,235001587,53361
26256,군부대입구삼거리,12710.504,3732.588,215475.6413,449307.7947,227000547,28350
26257,e편한세상4차아파트,12648.923,3729.301,183675.6845,443229.4459,210000589,11093
26258,장미아파트,12650.378,3739.519,185853.7481,462128.2856,218000868,57134
26259,강천1리,12742.783,3714.434,263272.5241,415950.9653,237001310,52226
26260,진부령정상,12821.555,3815.895,318959.3688,530279.6905,266500020,
26261,잣나무집,12717.317,3735.928,225491.875,455511.7418,222001780,49699
26262,나이키물류센터,12725.972,3713.743,238417.212,414523.7036,230001494,51265
26263,석탄리마을회관,12638.742,3743.373,168764.5885,469302.5574,232510800,
26264,광일아파트,12644.275,3728.935,176822.4538,442569.3692,166000855,40855
